Category,Number of Records,Order Date,Sales Target,Segment
Technology,1,5/26/2014,188,Home Office
Furniture,1,4/28/2016,525,Consumer
Furniture,1,10/20/2016,2527,Corporate
Office Supplies,1,10/25/2015,115,Consumer
Office Supplies,1,3/23/2014,186,Corporate
Office Supplies,1,6/21/2014,695,Home Office
Technology,1,1/20/2014,318,Consumer
Technology,1,9/29/2016,124,Corporate
Furniture,1,04-07-2015,3738,Consumer
Furniture,1,5/30/2014,23,Corporate
Furniture,1,02-02-2015,728,Home Office
Office Supplies,1,2/21/2016,120,Consumer
Office Supplies,1,06-10-2016,326,Corporate
Technology,1,03-01-2015,29,Consumer
Technology,1,2/22/2014,190,Home Office
Furniture,1,12/20/2015,30,Corporate
Furniture,1,10/30/2014,20,Home Office
Office Supplies,1,3/30/2014,46,Consumer
Office Supplies,1,3/30/2015,252,Corporate
Office Supplies,1,12-06-2016,265,Home Office
Technology,1,7/23/2014,2485,Home Office
Furniture,1,10-12-2016,925,Consumer
Office Supplies,1,09-11-2014,97,Consumer
Technology,1,08-02-2015,1533,Consumer
Furniture,1,4/14/2014,680,Corporate
Office Supplies,1,9/21/2014,1023,Consumer
Technology,1,07-05-2016,410,Corporate
Office Supplies,1,02-11-2016,40,Consumer
Office Supplies,1,7/28/2015,22,Consumer
Office Supplies,1,6/21/2015,46,Home Office
Technology,1,03-01-2015,58,Consumer
Furniture,1,9/27/2015,308,Consumer
Furniture,1,1/24/2014,240,Home Office
Office Supplies,1,12-05-2015,64,Consumer
Office Supplies,1,1/16/2016,105,Corporate
Office Supplies,1,03-02-2015,1387,Home Office
Technology,1,12-12-2015,547,Consumer
Technology,1,07-06-2016,1241,Corporate
Technology,1,2/13/2014,67,Home Office
Furniture,1,12-12-2015,2,Consumer
Furniture,1,3/19/2016,28,Corporate
Office Supplies,1,7/16/2014,447,Consumer
Office Supplies,1,11-07-2014,54,Corporate
Office Supplies,1,10-11-2014,35,Home Office
Technology,1,7/13/2016,76,Consumer
Furniture,1,01-05-2016,634,Corporate
Furniture,1,9/30/2015,80,Home Office
Office Supplies,1,2/18/2016,151,Consumer
Office Supplies,1,08-02-2014,383,Corporate
Office Supplies,1,03-05-2015,36,Home Office
Technology,1,10/15/2014,1096,Consumer
Technology,1,10/21/2016,344,Corporate
Technology,1,07-11-2015,225,Home Office
Furniture,1,01-09-2014,385,Consumer
Furniture,1,4/13/2015,104,Home Office
Office Supplies,1,5/19/2016,74,Consumer
Office Supplies,1,12/31/2015,63,Corporate
Technology,1,03-10-2014,104,Consumer
Technology,1,2/15/2015,393,Corporate
Furniture,1,11-04-2016,43,Corporate
Office Supplies,1,02-04-2014,81,Consumer
Office Supplies,1,3/14/2016,32,Corporate
Office Supplies,1,11/27/2014,126,Home Office
Technology,1,10/31/2015,22,Consumer
Furniture,1,2/14/2014,86,Corporate
Office Supplies,1,11/30/2014,16,Corporate
Furniture,1,8/21/2014,1911,Corporate
Furniture,1,11/24/2016,428,Home Office
Office Supplies,1,5/20/2015,1287,Consumer
Office Supplies,1,11-10-2016,120,Home Office
Technology,1,01-06-2015,1161,Consumer
Technology,1,09-01-2015,1171,Corporate
Technology,1,7/14/2015,163,Home Office
Furniture,1,7/18/2014,177,Consumer
Furniture,1,12/23/2014,1631,Corporate
Office Supplies,1,8/24/2016,535,Consumer
Office Supplies,1,12/28/2016,581,Corporate
Office Supplies,1,11-01-2014,5,Home Office
Technology,1,1/26/2016,4343,Consumer
Technology,1,6/20/2015,451,Corporate
Furniture,1,06-11-2016,4242,Consumer
Furniture,1,10/30/2014,344,Corporate
Office Supplies,1,05-05-2014,213,Consumer
Office Supplies,1,01-04-2015,187,Corporate
Office Supplies,1,1/27/2015,18,Home Office
Technology,1,9/29/2014,515,Consumer
Technology,1,8/18/2014,2584,Corporate
Technology,1,3/23/2014,65,Home Office
Furniture,1,01-12-2016,295,Consumer
Furniture,1,5/18/2015,32,Corporate
Office Supplies,1,02-04-2014,339,Consumer
Office Supplies,1,11-05-2015,442,Corporate
Technology,1,04-01-2015,381,Consumer
Technology,1,1/30/2014,88,Corporate
Furniture,1,02-06-2015,515,Corporate
Office Supplies,1,05-11-2016,8,Consumer
Office Supplies,1,7/16/2016,2326,Corporate
Technology,1,10/28/2015,451,Corporate
Furniture,1,7/25/2015,264,Home Office
Technology,1,12/16/2016,53,Corporate
Furniture,1,10-12-2015,343,Consumer
Office Supplies,1,3/26/2014,479,Consumer
Technology,1,8/25/2015,36,Consumer
Furniture,1,6/17/2015,1557,Consumer
Furniture,1,03-11-2014,28,Home Office
Office Supplies,1,9/23/2016,999,Consumer
Office Supplies,1,06-05-2015,2342,Corporate
Office Supplies,1,7/31/2016,1030,Home Office
Technology,1,9/30/2016,1300,Consumer
Furniture,1,3/15/2016,765,Corporate
Furniture,1,4/30/2016,76,Home Office
Office Supplies,1,2/16/2016,666,Consumer
Office Supplies,1,3/17/2016,349,Corporate
Office Supplies,1,10/26/2015,2079,Home Office
Technology,1,2/27/2014,172,Corporate
Technology,1,11/26/2015,535,Home Office
Furniture,1,12-06-2014,2184,Consumer
Office Supplies,1,11/25/2016,1287,Consumer
Technology,1,04-11-2015,1782,Consumer
Furniture,1,11-12-2015,123,Consumer
Office Supplies,1,5/29/2014,550,Consumer
Office Supplies,1,1/14/2015,217,Corporate
Technology,1,4/18/2016,73,Consumer
Furniture,1,12-10-2014,188,Consumer
Furniture,1,9/20/2014,1842,Corporate
Office Supplies,1,7/28/2016,1283,Consumer
Office Supplies,1,12/23/2014,316,Corporate
Office Supplies,1,7/27/2014,38,Home Office
Technology,1,4/22/2016,679,Consumer
Technology,1,12-02-2016,454,Corporate
Office Supplies,1,02-05-2015,540,Consumer
Office Supplies,1,10-06-2015,1138,Corporate
Office Supplies,1,2/20/2016,427,Home Office
Technology,1,2/13/2016,536,Consumer
Technology,1,10-04-2014,470,Corporate
Technology,1,11-02-2014,495,Home Office
Furniture,1,8/14/2015,1184,Consumer
Furniture,1,2/25/2015,1467,Corporate
Office Supplies,1,11-07-2015,336,Consumer
Office Supplies,1,05-03-2014,51,Corporate
Office Supplies,1,12-12-2014,25,Home Office
Technology,1,6/17/2014,354,Consumer
Technology,1,6/15/2016,1067,Corporate
Furniture,1,08-09-2016,1152,Consumer
Furniture,1,3/13/2016,74,Corporate
Office Supplies,1,7/17/2016,178,Consumer
Office Supplies,1,5/19/2015,368,Corporate
Technology,1,10/24/2016,123,Consumer
Technology,1,1/30/2015,19,Corporate
Furniture,1,11-08-2014,1554,Consumer
Office Supplies,1,05-04-2016,1625,Consumer
Office Supplies,1,10-06-2016,64,Corporate
Office Supplies,1,10-03-2014,87,Home Office
Technology,1,12/28/2016,42,Consumer
Furniture,1,09-08-2016,1369,Consumer
Furniture,1,4/24/2015,858,Corporate
Furniture,1,11/29/2016,388,Home Office
Office Supplies,1,8/29/2014,798,Consumer
Office Supplies,1,03-07-2016,610,Corporate
Technology,1,6/24/2015,503,Consumer
Technology,1,11/24/2016,1401,Corporate
Furniture,1,10/25/2014,376,Consumer
Furniture,1,3/22/2016,56,Corporate
Furniture,1,4/19/2014,30,Home Office
Office Supplies,1,6/13/2014,92,Consumer
Office Supplies,1,4/29/2014,66,Corporate
Office Supplies,1,5/19/2015,42,Home Office
Technology,1,1/27/2014,235,Consumer
Technology,1,4/26/2014,330,Corporate
Technology,1,5/19/2015,632,Home Office
Furniture,1,03-03-2014,1047,Corporate
Office Supplies,1,1/30/2016,9,Consumer
Office Supplies,1,12/23/2014,5,Corporate
Technology,1,6/30/2014,59,Corporate
Furniture,1,05-02-2016,477,Consumer
Furniture,1,12-07-2014,81,Corporate
Office Supplies,1,9/22/2014,78,Consumer
Office Supplies,1,11/27/2015,142,Corporate
Furniture,1,12/22/2014,16,Consumer
Furniture,1,07-10-2016,1636,Corporate
Furniture,1,7/25/2014,485,Home Office
Office Supplies,1,9/20/2016,2,Consumer
Office Supplies,1,10/13/2014,273,Corporate
Office Supplies,1,12-08-2016,107,Home Office
Furniture,1,12/17/2015,508,Consumer
Office Supplies,1,5/31/2015,37,Consumer
Office Supplies,1,11-07-2014,3,Corporate
Technology,1,6/13/2014,20,Home Office
Furniture,1,07-06-2015,1983,Consumer
Office Supplies,1,05-10-2016,10783,Consumer
Office Supplies,1,8/16/2014,74,Corporate
Office Supplies,1,2/16/2016,40,Home Office
Technology,1,3/25/2014,181,Corporate
Furniture,1,08-06-2015,40,Consumer
Furniture,1,09-11-2014,188,Corporate
Furniture,1,07-05-2014,894,Home Office
Office Supplies,1,4/28/2016,4128,Corporate
Office Supplies,1,01-09-2015,952,Home Office
Technology,1,4/19/2015,803,Consumer
Technology,1,03-12-2014,62,Corporate
Technology,1,10-07-2014,154,Home Office
Furniture,1,4/17/2015,310,Consumer
Furniture,1,07-10-2016,483,Corporate
Office Supplies,1,9/17/2015,60,Corporate
Furniture,1,4/25/2015,17,Home Office
Office Supplies,1,4/28/2015,34,Consumer
Office Supplies,1,3/19/2016,14,Home Office
Technology,1,3/14/2015,63,Consumer
Furniture,1,03-05-2015,947,Consumer
Office Supplies,1,9/14/2015,61,Consumer
Office Supplies,1,7/30/2015,54,Home Office
Technology,1,04-02-2015,12,Home Office
Furniture,1,06-08-2014,833,Consumer
Furniture,1,01-10-2014,138,Corporate
Office Supplies,1,11/28/2015,5,Consumer
Office Supplies,1,07-04-2016,1718,Corporate
Office Supplies,1,6/25/2015,8,Home Office
Technology,1,1/20/2015,3132,Corporate
Technology,1,12/29/2016,1545,Home Office
Furniture,1,12/22/2016,793,Consumer
Office Supplies,1,08-05-2014,39,Consumer
Office Supplies,1,10-03-2016,35,Corporate
Office Supplies,1,7/20/2015,574,Home Office
Technology,1,02-01-2014,186,Corporate
Technology,1,01-04-2016,245,Home Office
Furniture,1,8/18/2015,5727,Consumer
Furniture,1,8/31/2014,1194,Corporate
Office Supplies,1,03-05-2016,176,Consumer
Office Supplies,1,3/16/2015,47,Corporate
Technology,1,4/15/2015,356,Consumer
Technology,1,11-07-2014,2986,Corporate
Furniture,1,7/28/2016,1174,Corporate
Office Supplies,1,10/16/2015,41,Consumer
Office Supplies,1,4/17/2015,112,Corporate
Technology,1,11-10-2015,86,Consumer
Technology,1,02-09-2015,287,Corporate
Furniture,1,3/14/2015,761,Corporate
Office Supplies,1,6/21/2014,32,Consumer
Office Supplies,1,3/14/2015,39,Home Office
Technology,1,2/16/2014,35,Consumer
Furniture,1,1/25/2015,776,Consumer
Office Supplies,1,06-02-2016,318,Consumer
Office Supplies,1,05-08-2014,38,Corporate
Office Supplies,1,11-07-2016,65,Home Office
Furniture,1,09-06-2014,184,Consumer
Office Supplies,1,10/19/2015,101,Consumer
Office Supplies,1,12/28/2016,21,Corporate
Office Supplies,1,2/14/2014,522,Home Office
Office Supplies,1,4/24/2016,247,Consumer
Office Supplies,1,01-10-2014,145,Corporate
Technology,1,8/28/2014,333,Consumer
Furniture,1,4/15/2014,907,Consumer
Office Supplies,1,05-08-2014,543,Consumer
Office Supplies,1,5/26/2016,3,Home Office
Furniture,1,8/19/2015,959,Consumer
Office Supplies,1,3/21/2016,442,Consumer
Office Supplies,1,01-03-2016,42,Corporate
Technology,1,04-04-2014,627,Corporate
Office Supplies,1,09-06-2015,2091,Consumer
Office Supplies,1,10/21/2015,31,Home Office
Office Supplies,1,02-05-2015,305,Consumer
Technology,1,4/21/2015,3366,Corporate
Furniture,1,6/27/2016,982,Corporate
Office Supplies,1,10-03-2014,285,Consumer
Furniture,1,05-12-2016,38,Home Office
Office Supplies,1,12/21/2014,671,Corporate
Office Supplies,1,9/17/2016,43,Home Office
Furniture,1,8/16/2014,202,Corporate
Office Supplies,1,4/20/2016,3922,Corporate
Furniture,1,5/14/2016,18,Home Office
Office Supplies,1,9/29/2014,230,Consumer
Office Supplies,1,07-09-2015,167,Corporate
Office Supplies,1,7/15/2015,105,Home Office
Technology,1,5/29/2015,110,Consumer
Technology,1,6/19/2015,164,Corporate
Technology,1,06-12-2015,216,Home Office
Office Supplies,1,07-05-2014,2209,Consumer
Office Supplies,1,12/30/2014,22,Home Office
Technology,1,4/28/2015,111,Consumer
Furniture,1,04-02-2014,315,Consumer
Furniture,1,05-02-2014,423,Corporate
Office Supplies,1,8/18/2015,5555,Consumer
Furniture,1,11-05-2016,846,Consumer
Office Supplies,1,08-08-2016,632,Consumer
Technology,1,1/14/2015,468,Consumer
Furniture,1,09-03-2014,189,Corporate
Office Supplies,1,10-08-2015,35,Consumer
Technology,1,10/19/2014,453,Consumer
Furniture,1,12/21/2015,80,Home Office
Office Supplies,1,07-04-2015,252,Consumer
Office Supplies,1,5/19/2016,939,Home Office
Technology,1,8/25/2014,1184,Home Office
Office Supplies,1,2/18/2016,21,Corporate
Office Supplies,1,6/17/2015,1308,Home Office
Technology,1,10/26/2014,2580,Home Office
Furniture,1,10/27/2014,190,Corporate
Office Supplies,1,12/20/2016,48,Corporate
Office Supplies,1,10-08-2015,4,Home Office
Technology,1,4/21/2014,81,Corporate
Technology,1,12-02-2014,83,Home Office
Office Supplies,1,4/21/2014,5,Consumer
Office Supplies,1,03-09-2016,260,Corporate
Technology,1,5/14/2016,102,Corporate
Furniture,1,09-04-2016,63,Consumer
Office Supplies,1,11/30/2016,28,Consumer
Office Supplies,1,9/22/2014,22,Corporate
Technology,1,5/21/2016,2852,Consumer
Office Supplies,1,01-02-2016,13,Consumer
Technology,1,10/25/2014,286,Consumer
Furniture,1,11/26/2016,42,Home Office
Office Supplies,1,4/28/2014,249,Consumer
Technology,1,9/17/2015,697,Home Office
Furniture,1,11/21/2014,14,Consumer
Office Supplies,1,5/27/2015,291,Consumer
Furniture,1,1/16/2014,425,Consumer
Furniture,1,12-05-2014,33,Corporate
Furniture,1,9/20/2014,107,Home Office
Office Supplies,1,5/23/2016,179,Consumer
Office Supplies,1,04-02-2015,90,Corporate
Office Supplies,1,6/30/2016,19,Home Office
Technology,1,07-05-2014,1923,Consumer
Technology,1,3/31/2016,182,Corporate
Technology,1,01-09-2016,629,Home Office
Furniture,1,02-05-2014,78,Consumer
Furniture,1,12/26/2016,217,Corporate
Office Supplies,1,10/25/2016,165,Consumer
Office Supplies,1,5/19/2015,111,Corporate
Technology,1,7/15/2014,309,Corporate
Furniture,1,05-04-2014,19,Home Office
Office Supplies,1,10/26/2016,348,Consumer
Office Supplies,1,8/15/2015,436,Home Office
Office Supplies,1,07-05-2015,30,Consumer
Office Supplies,1,10-11-2015,254,Consumer
Office Supplies,1,11/19/2014,1641,Corporate
Technology,1,2/25/2014,371,Corporate
Furniture,1,7/27/2016,553,Consumer
Office Supplies,1,7/16/2016,40,Corporate
Office Supplies,1,1/29/2016,33,Home Office
Technology,1,03-01-2016,207,Corporate
Furniture,1,4/30/2015,4,Consumer
Furniture,1,12/25/2014,20,Corporate
Office Supplies,1,01-08-2014,664,Consumer
Technology,1,3/31/2014,110,Consumer
Furniture,1,11/23/2015,177,Home Office
Office Supplies,1,4/23/2015,24,Consumer
Furniture,1,3/17/2015,148,Consumer
Furniture,1,4/28/2016,1040,Corporate
Office Supplies,1,06-10-2016,39,Corporate
Technology,1,6/18/2014,89,Corporate
Furniture,1,2/22/2016,110,Consumer
Office Supplies,1,12/14/2014,126,Consumer
Office Supplies,1,1/30/2015,19,Corporate
Technology,1,5/24/2016,864,Consumer
Furniture,1,7/20/2016,554,Consumer
Office Supplies,1,12-10-2015,125,Consumer
Office Supplies,1,7/16/2015,493,Corporate
Technology,1,7/14/2016,16,Corporate
Furniture,1,03-02-2016,1995,Home Office
Office Supplies,1,6/14/2014,367,Home Office
Technology,1,7/30/2016,28,Consumer
Technology,1,7/30/2016,608,Home Office
Office Supplies,1,9/22/2015,11,Corporate
Technology,1,8/21/2016,305,Corporate
Furniture,1,10-04-2016,49,Home Office
Office Supplies,1,9/25/2016,11,Consumer
Office Supplies,1,12-08-2015,1121,Corporate
Office Supplies,1,7/25/2016,14,Home Office
Furniture,1,03-10-2014,24,Corporate
Furniture,1,10/18/2016,392,Home Office
Office Supplies,1,01-04-2016,9,Corporate
Office Supplies,1,10/20/2015,81,Home Office
Technology,1,03-10-2014,225,Corporate
Technology,1,8/17/2016,322,Home Office
Technology,1,10/19/2016,44,Consumer
Office Supplies,1,08-08-2015,40,Consumer
Office Supplies,1,02-01-2016,7,Corporate
Technology,1,10/19/2015,62,Corporate
Office Supplies,1,10/30/2016,4,Consumer
Office Supplies,1,11/16/2016,115,Corporate
Technology,1,11/18/2016,1148,Corporate
Furniture,1,3/23/2016,463,Consumer
Office Supplies,1,8/13/2015,2,Consumer
Furniture,1,7/21/2016,96,Consumer
Furniture,1,04-01-2016,857,Home Office
Office Supplies,1,2/14/2014,328,Consumer
Office Supplies,1,06-08-2014,289,Home Office
Technology,1,08-09-2016,251,Consumer
Technology,1,01-11-2016,854,Home Office
Office Supplies,1,4/17/2016,15,Consumer
Furniture,1,12-11-2016,482,Corporate
Office Supplies,1,06-03-2014,17,Consumer
Office Supplies,1,12-03-2016,291,Corporate
Technology,1,08-09-2014,650,Corporate
Furniture,1,8/29/2016,376,Consumer
Furniture,1,09-08-2015,436,Corporate
Office Supplies,1,1/15/2014,94,Consumer
Technology,1,10-03-2015,1115,Consumer
Furniture,1,08-04-2015,113,Home Office
Office Supplies,1,01-05-2014,91,Consumer
Office Supplies,1,01-10-2015,22,Corporate
Office Supplies,1,06-03-2016,11,Home Office
Office Supplies,1,09-05-2014,417,Consumer
Office Supplies,1,1/20/2014,528,Corporate
Technology,1,11/26/2015,312,Corporate
Furniture,1,8/20/2014,75,Consumer
Office Supplies,1,5/17/2014,91,Consumer
Office Supplies,1,12-08-2014,63,Corporate
Office Supplies,1,08-09-2014,358,Home Office
Technology,1,3/29/2014,192,Home Office
Office Supplies,1,12-09-2015,105,Consumer
Technology,1,10-11-2016,43,Home Office
Office Supplies,1,6/20/2014,152,Consumer
Office Supplies,1,04-06-2015,722,Corporate
Office Supplies,1,5/15/2014,26,Consumer
Technology,1,11-04-2016,432,Consumer
Technology,1,02-02-2016,216,Corporate
Furniture,1,07-04-2016,868,Consumer
Furniture,1,10/22/2014,51,Home Office
Office Supplies,1,4/29/2015,60,Corporate
Office Supplies,1,08-07-2015,5,Home Office
Technology,1,03-09-2016,50,Consumer
Technology,1,2/24/2015,100,Corporate
Technology,1,9/17/2016,40,Home Office
Furniture,1,02-11-2014,163,Home Office
Office Supplies,1,11-06-2014,941,Consumer
Office Supplies,1,02-01-2016,54,Home Office
Technology,1,04-03-2014,832,Home Office
Office Supplies,1,12/15/2016,38,Consumer
Office Supplies,1,3/26/2016,250,Corporate
Technology,1,6/18/2014,62,Corporate
Furniture,1,7/21/2015,92,Home Office
Office Supplies,1,7/28/2014,2172,Consumer
Office Supplies,1,10/14/2015,739,Home Office
Technology,1,1/21/2014,267,Consumer
Technology,1,9/17/2014,9,Corporate
Technology,1,10/20/2014,1326,Home Office
Technology,1,09-06-2016,44,Corporate
Furniture,1,9/23/2016,51,Consumer
Office Supplies,1,10/31/2014,52,Consumer
Office Supplies,1,01-11-2016,563,Corporate
Office Supplies,1,09-07-2016,47,Home Office
Technology,1,11/16/2016,176,Consumer
Technology,1,05-05-2016,1172,Home Office
Office Supplies,1,4/23/2016,234,Consumer
Office Supplies,1,06-09-2014,26,Home Office
Technology,1,10-02-2016,243,Consumer
Furniture,1,11-08-2014,71,Consumer
Office Supplies,1,07-07-2016,217,Consumer
Office Supplies,1,7/20/2014,108,Corporate
Technology,1,03-03-2014,503,Consumer
Furniture,1,5/17/2015,757,Consumer
Office Supplies,1,01-04-2015,60,Consumer
Office Supplies,1,12/23/2014,359,Corporate
Office Supplies,1,6/29/2014,29,Home Office
Technology,1,8/14/2016,1005,Consumer
Furniture,1,6/17/2016,3,Consumer
Office Supplies,1,07-07-2016,353,Consumer
Technology,1,7/24/2015,238,Consumer
Technology,1,08-11-2016,285,Corporate
Furniture,1,04-01-2015,1824,Consumer
Furniture,1,9/25/2015,19,Home Office
Office Supplies,1,7/22/2016,965,Consumer
Office Supplies,1,3/15/2016,57,Corporate
Office Supplies,1,9/19/2015,363,Home Office
Furniture,1,10/24/2015,222,Home Office
Office Supplies,1,11-02-2016,231,Consumer
Office Supplies,1,11/17/2014,361,Corporate
Office Supplies,1,7/19/2016,36,Home Office
Technology,1,7/27/2015,14700,Consumer
Furniture,1,11/26/2016,258,Consumer
Furniture,1,06-06-2016,214,Corporate
Office Supplies,1,12/22/2015,304,Corporate
Technology,1,8/28/2015,446,Corporate
Furniture,1,05-11-2015,1987,Corporate
Office Supplies,1,3/14/2015,400,Consumer
Office Supplies,1,3/19/2016,22,Corporate
